Condominio,Tamanho,Quartos,Banheiros,Suites,Vagas,Elevador,Mobiliado,Piscina,Novo,Regiao,Valor,Ano
550,74,3,3,1,2,Nao,Sim,Sim,Nao,Leste,3200.0,2014
1057,113,3,3,1,2,Nao,Nao,Sim,Nao,Leste,3100.0,2015
570,73,3,2,1,2,Nao,Nao,Nao,Nao,Leste,2300.0,2012
677,83,3,2,1,2,Sim,Nao,Sim,Nao,Leste,2240.0,2007
1368,133,3,4,3,2,Nao,Sim,Nao,Nao,Leste,3000.0,2016
800,77,3,2,1,2,Nao,Nao,Nao,Nao,Leste,2800.0,2012
550,79,3,2,1,2,Sim,Sim,Nao,Nao,Leste,2900.0,2013
400,60,2,2,1,1,Sim,Sim,Sim,Nao,Leste,3100.0,2011
918,98,3,2,1,2,Nao,Nao,Sim,Nao,Leste,2500.0,2010
607,68,3,2,1,2,Nao,Nao,Nao,Nao,Leste,2600.0,2011
800,60,2,2,1,2,Nao,Nao,Sim,Nao,Leste,2000.0,2006
577,55,2,2,1,1,Sim,Nao,Sim,Nao,Leste,1200.0,2002
600,82,3,2,1,2,Nao,Nao,Nao,Nao,Leste,2801.0,2012
650,76,2,2,1,2,Nao,Nao,Sim,Nao,Leste,2350.0,2012
0,83,3,2,1,1,Sim,Nao,Sim,Nao,Leste,2600.0,2009
714,78,3,2,1,2,Nao,Sim,Nao,Nao,Leste,2700.0,2014
550,50,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1250.0,2000
554,62,2,2,1,1,Nao,Nao,Sim,Nao,Leste,1600.0,2006
0,80,3,3,1,2,Sim,Nao,Sim,Nao,Leste,3300.0,2018
0,89,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1350.0,2002
610,62,2,2,1,1,Nao,Nao,Sim,Nao,Leste,1800.0,2010
800,83,3,2,1,2,Sim,Nao,Sim,Nao,Leste,1620.0,2006
700,76,3,2,1,2,Sim,Sim,Nao,Nao,Leste,1700.0,2010
656,72,3,2,1,2,Nao,Nao,Sim,Nao,Leste,1250.0,2003
650,72,3,2,1,2,Nao,Nao,Sim,Nao,Leste,1000.0,1998
775,70,3,2,1,2,Sim,Nao,Sim,Nao,Leste,2000.0,2010
0,56,2,2,1,1,Sim,Sim,Nao,Nao,Leste,1500.0,2003
590,52,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1799.0,2004
470,54,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1200.0,2000
590,52,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1800.0,2011
800,68,3,2,1,1,Nao,Nao,Nao,Nao,Leste,1800.0,2011
590,52,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1500.0,2003
660,53,2,2,1,2,Nao,Nao,Sim,Nao,Leste,1350.0,2001
642,52,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1200.0,2000
590,52,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1350.0,2004
590,52,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1800.0,2010
0,36,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1200.0,2004
0,67,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1100.0,2003
590,52,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1800.0,2006
468,54,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1200.0,2001
0,52,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1500.0,2003
774,62,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1100.0,2002
879,62,2,2,1,2,Sim,Nao,Nao,Nao,Leste,900.0,1999
590,52,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1800.0,2009
642,55,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1100.0,2000
500,57,2,2,1,1,Sim,Nao,Sim,Nao,Leste,1500.0,2007
0,52,2,2,1,1,Nao,Nao,Nao,Nao,Leste,2000.0,2007
950,62,2,2,1,2,Sim,Nao,Nao,Nao,Leste,1150.0,2001
330,45,2,2,1,1,Nao,Nao,Nao,Nao,Leste,900.0,2000
70,42,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1300.0,2002
0,43,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1300.0,2000
150,57,3,2,1,2,Nao,Nao,Nao,Nao,Leste,1150.0,1998
180,56,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1020.0,1998
0,47,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1150.0,2004
110,56,2,2,1,1,Nao,Nao,Nao,Nao,Leste,900.0,1998
0,49,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1100.0,2000
180,48,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1100.0,2001
0,59,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1200.0,2000
0,47,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1150.0,2002
150,58,2,2,1,1,Nao,Nao,Nao,Nao,Leste,955.0,1998
0,45,1,2,1,1,Nao,Nao,Nao,Nao,Leste,750.0,2000
0,48,1,2,1,1,Nao,Nao,Nao,Nao,Leste,1000.0,2002
0,46,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1100.0,1998
0,59,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1220.0,1999
200,77,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1100.0,1998
200,55,2,2,1,1,Nao,Nao,Nao,Nao,Leste,800.0,2001
0,60,1,2,1,1,Nao,Nao,Nao,Nao,Leste,750.0,1998
0,45,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1000.0,1999
190,56,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1210.0,2005
130,56,2,2,1,1,Nao,Nao,Nao,Nao,Leste,850.0,2000
0,59,2,2,1,1,Nao,Sim,Nao,Nao,Leste,1250.0,2003
0,60,1,2,1,1,Nao,Nao,Nao,Nao,Leste,850.0,1999
106,48,2,2,1,1,Nao,Nao,Nao,Nao,Leste,750.0,2000
150,48,2,2,1,1,Nao,Nao,Nao,Nao,Leste,950.0,1999
200,55,2,2,1,1,Nao,Nao,Nao,Nao,Leste,850.0,1998
0,48,1,2,1,1,Nao,Nao,Nao,Nao,Leste,1000.0,1999
130,56,2,2,1,1,Nao,Nao,Nao,Nao,Leste,900.0,1998
150,42,2,2,1,1,Nao,Nao,Nao,Nao,Leste,850.0,1998
306,43,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1550.0,2004
0,60,2,2,1,1,Nao,Nao,Nao,Nao,Leste,950.0,1998
474,44,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1300.0,2002
530,52,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1500.0,2007
490,52,2,2,1,1,Nao,Nao,Sim,Nao,Leste,1800.0,2005
587,52,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1200.0,1999
400,50,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1200.0,2003
0,55,2,2,1,1,Nao,Nao,Sim,Nao,Leste,1700.0,2004
0,46,2,2,1,1,Nao,Nao,Nao,Nao,Leste,800.0,2000
680,70,2,2,1,1,Nao,Nao,Sim,Nao,Leste,1000.0,1998
380,48,2,2,1,1,Nao,Nao,Nao,Nao,Leste,900.0,1998
510,64,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1400.0,2001
725,62,2,2,1,1,Sim,Nao,Sim,Nao,Leste,1000.0,1998
750,70,3,2,1,1,Sim,Nao,Sim,Nao,Leste,1500.0,2007
1040,125,3,4,3,2,Nao,Nao,Sim,Nao,Leste,2800.0,2016
0,56,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1690.0,2008
0,65,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1300.0,2002
0,69,3,2,1,1,Nao,Nao,Nao,Nao,Leste,2000.0,2009
442,67,2,2,1,2,Nao,Nao,Nao,Nao,Leste,1000.0,1998
480,48,2,2,1,1,Sim,Sim,Nao,Nao,Leste,1200.0,2001
560,70,3,2,1,1,Nao,Nao,Sim,Nao,Leste,1200.0,2002
0,48,2,2,1,1,Nao,Nao,Nao,Nao,Leste,650.0,1999
0,60,2,2,1,1,Nao,Nao,Nao,Nao,Leste,800.0,1998
0,48,2,2,1,1,Nao,Nao,Nao,Nao,Leste,700.0,2001
500,52,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1500.0,2006
263,50,1,2,1,1,Sim,Nao,Nao,Nao,Leste,1199.0,2000
400,31,1,2,1,1,Sim,Nao,Nao,Nao,Leste,1000.0,1998
290,38,2,2,1,1,Nao,Nao,Nao,Nao,Leste,850.0,2000
0,70,3,2,1,1,Nao,Nao,Sim,Nao,Leste,1200.0,2005
0,48,2,2,1,1,Sim,Nao,Sim,Nao,Leste,950.0,2002
200,50,2,2,1,1,Nao,Nao,Nao,Nao,Leste,650.0,1998
160,42,2,2,1,1,Sim,Nao,Sim,Nao,Leste,1160.0,2000
240,42,2,2,1,1,Nao,Nao,Nao,Nao,Leste,660.0,1998
159,41,2,2,1,1,Nao,Nao,Nao,Nao,Leste,750.0,2001
240,42,2,2,1,1,Nao,Nao,Nao,Nao,Leste,660.0,1998
250,48,2,2,1,1,Nao,Nao,Nao,Nao,Leste,600.0,1998
25,38,1,2,1,1,Nao,Nao,Nao,Nao,Leste,610.0,2000
250,43,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1100.0,1998
0,50,2,2,1,1,Nao,Nao,Nao,Nao,Leste,750.0,1999
150,49,2,2,1,1,Sim,Nao,Sim,Nao,Leste,1000.0,1999
250,43,2,2,1,1,Sim,Nao,Nao,Nao,Leste,700.0,1998
0,52,2,2,1,1,Nao,Nao,Sim,Nao,Leste,1430.0,2003
490,50,3,2,1,1,Nao,Nao,Nao,Nao,Leste,1200.0,2003
80,47,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1100.0,1998
0,42,2,2,1,1,Sim,Nao,Sim,Nao,Leste,1200.0,2005
380,48,2,2,1,1,Nao,Nao,Nao,Nao,Leste,900.0,2002
0,76,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1100.0,2003
100,35,2,2,1,1,Nao,Nao,Nao,Nao,Leste,800.0,1999
273,40,1,2,1,1,Sim,Nao,Sim,Nao,Leste,950.0,2000
330,55,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1200.0,2001
172,45,2,2,1,1,Nao,Nao,Nao,Nao,Leste,900.0,1998
295,50,2,2,1,1,Nao,Nao,Sim,Nao,Leste,1050.0,1998
80,30,1,2,1,1,Nao,Nao,Nao,Nao,Leste,850.0,2001
1400,110,2,2,1,2,Nao,Nao,Nao,Nao,Leste,2500.0,2014
352,100,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1100.0,2000
350,52,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1400.0,2006
200,47,1,2,1,1,Sim,Nao,Nao,Nao,Leste,1005.0,1998
750,58,2,2,1,1,Sim,Nao,Sim,Nao,Leste,1000.0,1998
60,30,1,2,1,1,Nao,Nao,Nao,Nao,Leste,790.0,1998
300,50,2,2,1,1,Nao,Sim,Sim,Nao,Leste,1600.0,2003
390,56,2,2,1,1,Sim,Nao,Sim,Nao,Leste,1200.0,2003
390,56,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1200.0,2001
450,60,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1300.0,2002
1030,60,3,2,1,2,Nao,Sim,Sim,Nao,Leste,1530.0,2006
80,60,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1000.0,2000
0,49,2,2,1,1,Nao,Nao,Sim,Nao,Leste,1300.0,2005
382,64,3,2,1,1,Nao,Nao,Nao,Nao,Leste,1100.0,2001
279,56,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1500.0,2004
279,56,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1500.0,2005
290,56,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1500.0,2007
0,45,2,2,1,1,Nao,Nao,Nao,Nao,Leste,900.0,1998
396,55,2,2,1,1,Sim,Nao,Sim,Nao,Leste,1400.0,2001
475,68,3,2,1,1,Sim,Nao,Sim,Nao,Leste,1700.0,2008
476,68,3,2,1,1,Nao,Nao,Sim,Nao,Leste,1700.0,2006
450,50,2,2,1,1,Sim,Nao,Sim,Nao,Leste,1750.0,2006
420,75,3,2,1,1,Sim,Nao,Nao,Nao,Leste,1520.0,2002
600,70,3,2,1,1,Nao,Nao,Nao,Nao,Leste,1800.0,2006
567,72,3,2,1,1,Sim,Nao,Nao,Nao,Leste,1667.0,2007
453,51,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1300.0,2004
376,54,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1100.0,2003
400,56,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1100.0,1998
410,55,2,2,1,2,Sim,Nao,Nao,Nao,Leste,1200.0,2002
380,55,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1100.0,1999
400,65,3,2,1,1,Sim,Nao,Nao,Nao,Leste,1500.0,2001
280,56,2,2,1,1,Sim,Nao,Sim,Nao,Leste,1500.0,2001
279,56,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1500.0,2004
279,56,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1500.0,2002
275,56,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1500.0,2007
246,56,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1500.0,2004
523,47,2,2,1,1,Sim,Nao,Sim,Nao,Leste,1200.0,2000
426,45,2,2,1,1,Nao,Nao,Sim,Nao,Leste,900.0,1998
270,47,2,2,1,1,Nao,Nao,Sim,Nao,Leste,1100.0,2002
328,47,2,2,1,1,Sim,Nao,Sim,Nao,Leste,950.0,1998
260,47,2,2,1,1,Sim,Nao,Sim,Nao,Leste,990.0,1998
0,47,2,2,1,1,Nao,Nao,Sim,Nao,Leste,1440.0,2005
380,47,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1600.0,2007
300,44,2,2,1,1,Nao,Nao,Sim,Nao,Leste,1000.0,2002
305,47,2,2,1,1,Nao,Nao,Sim,Nao,Leste,1200.0,2000
0,48,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1250.0,2004
200,46,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1100.0,1998
220,54,2,2,1,1,Nao,Nao,Nao,Nao,Leste,780.0,1998
0,60,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1000.0,2002
340,50,2,2,1,1,Sim,Nao,Sim,Nao,Leste,1100.0,1999
290,47,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1150.0,2001
350,49,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1150.0,2000
0,40,1,2,1,1,Sim,Nao,Nao,Nao,Leste,800.0,1999
0,50,1,2,1,1,Nao,Nao,Nao,Nao,Leste,1350.0,2003
0,50,1,2,1,1,Nao,Nao,Nao,Nao,Leste,1350.0,2001
550,62,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1200.0,2000
390,45,1,2,1,1,Sim,Nao,Nao,Nao,Leste,1000.0,1999
450,110,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1400.0,2006
1700,105,3,3,1,2,Sim,Nao,Sim,Nao,Leste,1200.0,2004
680,55,2,2,1,2,Nao,Sim,Nao,Nao,Leste,2000.0,2006
600,64,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1500.0,2007
800,120,3,3,2,2,Sim,Nao,Sim,Nao,Leste,2800.0,2015
0,114,3,3,1,2,Sim,Nao,Sim,Nao,Leste,2700.0,2016
488,43,1,2,1,1,Sim,Sim,Sim,Nao,Leste,1900.0,2005
410,50,2,2,1,1,Sim,Nao,Sim,Nao,Leste,1650.0,2008
652,70,2,2,1,1,Sim,Nao,Sim,Nao,Leste,1610.0,2006
350,50,2,2,1,1,Nao,Sim,Nao,Nao,Leste,1600.0,2006
560,73,3,3,1,2,Sim,Nao,Sim,Nao,Leste,2000.0,2009
631,66,2,2,1,1,Sim,Nao,Sim,Nao,Leste,1400.0,2001
830,94,3,2,1,1,Nao,Nao,Nao,Nao,Leste,2200.0,2012
0,117,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1600.0,2003
3159,234,3,3,1,3,Nao,Nao,Sim,Nao,Leste,3000.0,2014
575,70,3,2,1,1,Sim,Sim,Sim,Nao,Leste,3000.0,2017
550,60,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1450.0,2006
425,35,1,2,1,1,Sim,Sim,Sim,Nao,Leste,2250.0,2013
0,35,1,2,1,1,Sim,Sim,Sim,Nao,Leste,2250.0,2012
200,45,2,2,1,1,Nao,Sim,Nao,Nao,Leste,1100.0,2001
210,48,2,2,1,1,Sim,Sim,Nao,Nao,Leste,1100.0,1998
260,47,2,2,1,1,Sim,Nao,Sim,Nao,Leste,1300.0,2001
50,54,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1180.0,2002
550,62,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1250.0,1999
600,65,2,2,1,1,Sim,Nao,Sim,Nao,Leste,1970.0,2010
0,99,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1450.0,2002
700,58,2,2,1,1,Nao,Nao,Sim,Nao,Leste,1250.0,2004
600,92,3,2,1,3,Sim,Nao,Sim,Nao,Leste,3000.0,2012
400,50,2,2,1,1,Sim,Nao,Sim,Nao,Leste,1200.0,2003
300,66,3,2,1,1,Nao,Nao,Nao,Nao,Leste,1200.0,2004
0,40,1,2,1,1,Nao,Nao,Nao,Nao,Leste,1000.0,2002
530,57,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1200.0,2003
640,89,3,3,1,1,Sim,Nao,Sim,Nao,Leste,1500.0,2004
370,63,2,2,1,1,Sim,Nao,Sim,Nao,Leste,1600.0,2007
0,92,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1700.0,2004
740,60,2,2,1,1,Sim,Nao,Sim,Nao,Leste,1100.0,1998
600,52,2,2,1,1,Sim,Sim,Sim,Nao,Leste,2500.0,2012
336,49,2,2,1,1,Nao,Nao,Sim,Nao,Leste,1000.0,2001
0,42,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1200.0,1998
440,65,3,2,1,1,Sim,Nao,Sim,Nao,Leste,1790.0,2006
0,35,1,2,1,1,Nao,Nao,Nao,Nao,Leste,1100.0,2002
507,60,3,2,1,1,Nao,Nao,Nao,Nao,Leste,1500.0,2004
437,52,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1200.0,1998
600,77,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1100.0,1998
530,60,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1000.0,1999
550,59,2,2,1,1,Sim,Nao,Nao,Nao,Leste,1100.0,1998
300,30,1,2,1,1,Nao,Nao,Sim,Nao,Leste,1300.0,2004
592,50,2,2,1,1,Sim,Nao,Sim,Nao,Leste,1600.0,2009
430,49,2,2,1,1,Nao,Nao,Sim,Nao,Leste,1450.0,2006
460,62,2,2,1,1,Nao,Sim,Sim,Nao,Leste,1900.0,2010
495,61,3,2,1,1,Nao,Nao,Sim,Nao,Leste,1600.0,2006
2500,276,3,4,3,4,Sim,Nao,Nao,Nao,Leste,3000.0,2014
428,70,2,2,1,2,Nao,Nao,Nao,Nao,Leste,2100.0,2007
300,30,1,2,1,1,Sim,Sim,Sim,Nao,Leste,1290.0,2000
0,50,2,2,1,1,Sim,Sim,Nao,Nao,Leste,1950.0,2007
460,48,2,2,1,1,Nao,Nao,Sim,Nao,Leste,1600.0,2006
290,55,2,2,1,1,Sim,Nao,Sim,Nao,Leste,1700.0,2004
300,55,2,2,1,1,Sim,Nao,Sim,Nao,Leste,1499.0,2002
0,65,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1400.0,2001
0,69,2,2,1,1,Sim,Nao,Sim,Nao,Leste,2420.0,2008
270,55,2,2,1,1,Sim,Nao,Sim,Nao,Leste,1799.0,2004
350,46,1,1,0,1,Nao,Nao,Sim,Nao,Leste,1650.0,2007
350,75,3,1,0,0,Nao,Nao,Nao,Nao,Leste,1400.0,2006
380,54,2,1,0,1,Nao,Sim,Nao,Nao,Leste,1800.0,2005
0,44,1,1,0,0,Nao,Nao,Nao,Nao,Leste,1350.0,2004
70,60,2,1,0,0,Sim,Nao,Nao,Nao,Leste,1300.0,2002
495,50,2,1,0,1,Nao,Nao,Sim,Nao,Leste,1800.0,2006
350,70,2,1,0,1,Sim,Nao,Nao,Nao,Leste,1650.0,2008
334,54,2,1,0,1,Nao,Sim,Nao,Nao,Leste,1700.0,2010
250,50,1,1,0,0,Nao,Nao,Nao,Nao,Leste,1100.0,1998
641,75,3,2,0,1,Nao,Nao,Nao,Nao,Leste,1900.0,2011
292,50,1,1,0,0,Nao,Nao,Nao,Nao,Leste,1000.0,2002
380,51,2,1,0,1,Nao,Nao,Sim,Nao,Leste,1900.0,2007
228,32,1,2,1,0,Nao,Nao,Nao,Nao,Leste,1650.0,2008
300,30,1,1,0,0,Nao,Nao,Nao,Nao,Leste,1200.0,1999
150,40,1,1,0,1,Nao,Nao,Nao,Nao,Leste,1200.0,1999
890,74,3,2,1,2,Nao,Nao,Sim,Nao,Leste,2200.0,2013
550,79,3,2,1,2,Nao,Nao,Sim,Nao,Leste,2900.0,2011
570,54,2,2,1,1,Nao,Nao,Sim,Nao,Leste,1200.0,1999
1400,130,3,2,1,4,Nao,Nao,Nao,Nao,Leste,2500.0,2015
280,35,1,1,0,1,Nao,Nao,Nao,Nao,Leste,1300.0,2003
300,42,2,1,0,0,Nao,Nao,Nao,Nao,Leste,1000.0,1998
590,52,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1800.0,2007
0,36,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1200.0,2002
0,100,2,1,0,1,Nao,Nao,Nao,Nao,Leste,2000.0,2008
150,58,2,1,0,1,Nao,Nao,Nao,Nao,Leste,955.0,1998
170,57,2,1,0,1,Nao,Nao,Nao,Nao,Leste,1200.0,2003
0,50,2,2,1,1,Nao,Nao,Nao,Nao,Leste,1000.0,1998
355,60,2,2,1,1,Nao,Nao,Sim,Nao,Leste,2500.0,2014
880,107,3,2,1,2,Nao,Nao,Sim,Nao,Leste,2600.0,2009
935,107,3,2,1,1,Nao,Nao,Nao,Nao,Leste,2200.0,2013
530,68,2,2,1,1,Nao,Nao,Sim,Nao,Leste,2250.0,2014
306,43,2,1,0,1,Sim,Nao,Nao,Nao,Leste,1550.0,2002
0,80,2,1,0,0,Nao,Nao,Nao,Nao,Leste,2500.0,2010
415,64,3,2,0,1,Sim,Nao,Nao,Nao,Leste,1700.0,2007
800,98,3,2,1,1,Nao,Nao,Sim,Nao,Leste,1800.0,2006
440,61,1,1,0,0,Nao,Nao,Sim,Nao,Leste,1100.0,2000
490,52,2,1,0,1,Nao,Nao,Sim,Nao,Leste,1800.0,2010
420,46,2,1,0,1,Nao,Nao,Nao,Nao,Leste,1600.0,2006
416,45,2,1,0,1,Nao,Nao,Nao,Nao,Leste,1600.0,2008
420,46,2,1,0,1,Nao,Nao,Nao,Nao,Leste,1600.0,2009
530,59,3,2,1,1,Nao,Nao,Nao,Nao,Leste,1800.0,2007
2893,230,3,2,1,2,Nao,Nao,Nao,Nao,Leste,1500.0,2008
460,50,2,1,0,1,Nao,Nao,Sim,Nao,Leste,1000.0,2002
250,56,2,1,0,0,Nao,Nao,Sim,Nao,Leste,900.0,1998
400,55,2,1,0,1,Nao,Nao,Nao,Nao,Leste,1250.0,2002
742,52,2,1,0,1,Nao,Nao,Nao,Nao,Leste,600.0,1998
340,50,2,1,0,1,Sim,Sim,Nao,Nao,Leste,1860.0,2010
650,82,3,2,1,2,Nao,Nao,Sim,Nao,Leste,2300.0,2009
70,40,1,1,0,1,Nao,Nao,Nao,Nao,Leste,1200.0,2003
415,48,2,1,0,1,Nao,Nao,Nao,Nao,Leste,900.0,1998
0,48,2,1,0,1,Nao,Nao,Nao,Nao,Leste,1300.0,2006
0,64,2,1,0,1,Nao,Nao,Nao,Nao,Leste,1100.0,1999
500,52,2,1,0,1,Nao,Nao,Nao,Nao,Leste,1500.0,2008
180,48,2,1,0,1,Nao,Nao,Nao,Nao,Leste,1200.0,1998
0,44,2,1,0,1,Nao,Nao,Nao,Nao,Leste,950.0,1999
250,54,2,1,0,1,Nao,Nao,Sim,Nao,Leste,950.0,1998
422,50,2,1,0,1,Nao,Nao,Sim,Nao,Leste,1200.0,2003
0,56,2,1,0,1,Nao,Nao,Nao,Nao,Leste,950.0,1998
794,80,3,2,1,1,Nao,Nao,Sim,Nao,Leste,1600.0,2004
450,70,2,1,0,1,Nao,Nao,Nao,Nao,Leste,1000.0,2001
594,65,2,2,0,1,Nao,Nao,Nao,Nao,Leste,1010.0,1999
490,65,3,2,1,1,Nao,Nao,Sim,Nao,Leste,1250.0,2005
230,62,2,1,0,1,Nao,Nao,Nao,Nao,Leste,1200.0,2001
1030,60,3,1,0,2,Nao,Sim,Sim,Nao,Leste,1530.0,2006
80,35,2,1,0,1,Nao,Nao,Nao,Nao,Leste,1250.0,1999
333,50,2,1,0,1,Nao,Nao,Sim,Nao,Leste,1170.0,2002
542,68,3,2,1,1,Nao,Nao,Nao,Nao,Leste,1300.0,2002
365,72,3,2,1,1,Nao,Nao,Sim,Nao,Leste,1205.0,2000
343,60,2,1,0,1,Nao,Nao,Nao,Nao,Leste,1000.0,1998
0,45,2,1,0,1,Nao,Nao,Nao,Nao,Leste,800.0,2001
0,53,2,1,0,1,Sim,Nao,Nao,Nao,Leste,1200.0,2003
340,50,2,1,0,1,Nao,Nao,Nao,Nao,Leste,1000.0,1999
100,30,2,1,0,1,Nao,Nao,Nao,Nao,Leste,650.0,1999
0,44,2,1,0,1,Nao,Nao,Nao,Nao,Leste,750.0,1999
0,74,2,2,1,1,Nao,Nao,Sim,Nao,Leste,2500.0,2015
426,46,2,1,0,1,Nao,Nao,Nao,Nao,Leste,1500.0,2006
550,52,1,1,0,1,Nao,Sim,Sim,Nao,Leste,2500.0,2015
1050,84,3,2,1,2,Nao,Sim,Sim,Nao,Leste,2800.0,2012
497,60,2,1,0,1,Nao,Sim,Nao,Nao,Leste,1700.0,2007
600,82,3,2,1,2,Sim,Sim,Sim,Nao,Leste,3000.0,2012
555,60,2,1,0,2,Nao,Nao,Nao,Nao,Leste,1500.0,2007
1100,136,3,2,1,3,Sim,Nao,Sim,Nao,Leste,3000.0,2012
800,80,2,1,0,1,Nao,Nao,Nao,Nao,Leste,1150.0,1999
150,104,2,1,0,0,Nao,Nao,Nao,Nao,Leste,2000.0,2011
2300,165,4,4,3,3,Nao,Sim,Sim,Nao,Leste,3000.0,2015
0,44,2,1,0,1,Nao,Nao,Nao,Nao,Leste,900.0,1998
0,75,3,2,1,2,Sim,Nao,Sim,Nao,Leste,2150.0,2009
535,60,2,1,0,1,Nao,Nao,Sim,Nao,Leste,1105.0,1999
330,48,2,1,0,0,Nao,Nao,Nao,Nao,Leste,805.0,1998
0,57,2,1,0,1,Nao,Sim,Sim,Nao,Leste,1050.0,1998
420,48,2,1,0,1,Nao,Nao,Nao,Nao,Leste,1100.0,1999
100,33,1,1,0,1,Nao,Nao,Nao,Nao,Leste,1000.0,1998
70,40,2,1,0,1,Nao,Nao,Nao,Nao,Leste,1200.0,2002
424,65,2,1,0,1,Nao,Nao,Sim,Nao,Leste,980.0,2000
340,52,2,1,0,1,Nao,Nao,Sim,Nao,Leste,1200.0,2003
250,46,2,1,0,1,Nao,Nao,Nao,Nao,Leste,1000.0,2002
885,128,4,3,2,2,Nao,Nao,Nao,Nao,Leste,3000.0,2017
500,56,2,1,0,1,Nao,Nao,Nao,Nao,Leste,1500.0,2002
550,69,3,2,1,1,Nao,Nao,Sim,Nao,Leste,2700.0,2016
680,76,3,1,0,1,Sim,Nao,Nao,Nao,Leste,1500.0,2005
