Ano,Potencia_motor,Cilindros_motor,Consumo_estrada_km,Valor
1993,172.0,6.0,32.1868,2000
2016,150.0,4.0,62.76426,18995
2017,381.0,8.0,28.96812,46980
2005,155.0,4.0,45.06152,16049
2009,300.0,8.0,25.74944,36015
1996,168.0,5.0,41.84284,2000
2014,300.0,6.0,48.2802,26840
1998,220.0,8.0,28.96812,3096
2011,332.0,8.0,37.01482,38725
1998,200.0,6.0,28.96812,2052
2016,260.0,6.0,41.84284,31520
2009,173.0,4.0,48.2802,23040
2016,194.0,4.0,49.88954,33610
2009,390.0,8.0,32.1868,40270
2015,282.0,6.0,40.2335,31625
2015,381.0,8.0,28.96812,30010
2016,380.0,6.0,30.57746,69135
1994,120.0,4.0,49.88954,2000
2010,158.0,4.0,45.06152,20875
2013,330.0,6.0,40.2335,42050
2015,317.0,8.0,28.96812,29640
2015,455.0,8.0,46.67086,55000
2016,150.0,4.0,62.76426,18780
2016,287.0,6.0,35.40548,34250
2005,185.0,6.0,33.79614,23399
2016,155.0,4.0,54.71756,24915
2016,210.0,4.0,54.71756,28625
2013,332.0,8.0,37.01482,61960
2006,300.0,8.0,25.74944,34640
2017,290.0,6.0,54.71756,42600
1995,230.0,6.0,38.62416,2066
2015,248.0,6.0,45.06152,37775
2017,245.0,4.0,45.06152,36900
2015,278.0,6.0,51.49888,30775
2003,185.0,6.0,38.62416,30240
2017,304.0,6.0,45.06152,49295
2016,160.0,4.0,62.76426,21095
2016,325.0,6.0,38.62416,45850
2015,245.0,4.0,48.2802,31500
2015,170.0,4.0,56.3269,22495
2017,355.0,8.0,35.40548,43950
2015,173.0,4.0,53.10822,19800
2005,155.0,4.0,41.84284,16549
2015,268.0,4.0,45.06152,26295
2016,333.0,6.0,41.84284,49200
2015,120.0,4.0,57.93624,16085
2005,200.0,6.0,33.79614,30210
2017,278.0,6.0,37.01482,35315
2016,146.0,4.0,56.3269,24990
2015,150.0,4.0,64.3736,30295
2013,330.0,6.0,41.84284,48700
2006,155.0,4.0,45.06152,15499
2014,185.0,4.0,48.2802,26470
2012,138.0,4.0,48.2802,20295
1995,260.0,8.0,37.01482,2000
1993,92.0,4.0,57.93624,2000
2016,109.0,4.0,64.3736,15580
2017,275.0,6.0,30.57746,38015
2017,174.0,4.0,64.3736,23525
2011,332.0,8.0,37.01482,48205
1997,140.0,6.0,33.79614,2000
1990,114.0,4.0,41.84284,2000
1992,82.0,4.0,53.10822,2000
2015,170.0,4.0,57.93624,23995
2016,188.0,4.0,59.54558,27170
2008,300.0,8.0,30.57746,42770
2008,210.0,6.0,30.57746,28580
2008,127.0,4.0,45.06152,14989
2005,160.0,4.0,49.88954,22250
1990,107.0,4.0,32.1868,2000
2017,164.0,4.0,48.2802,22700
2012,161.0,4.0,43.45218,22190
2015,185.0,4.0,40.2335,29765
2001,190.0,6.0,32.1868,19270
2017,329.0,6.0,37.01482,65650
2007,195.0,6.0,33.79614,15840
2017,130.0,4.0,64.3736,16790
2016,170.0,4.0,57.93624,21625
2011,239.0,8.0,38.62416,52670
2006,190.0,6.0,41.84284,22680
2017,354.0,6.0,38.62416,60800
2015,317.0,8.0,28.96812,41160
2000,175.0,6.0,25.74944,2348
2015,273.0,6.0,38.62416,29985
2017,310.0,8.0,30.57746,31830
2005,185.0,6.0,33.79614,26099
2017,248.0,4.0,51.49888,52300
2016,261.0,6.0,33.79614,32890
2017,248.0,4.0,53.10822,35150
2013,192.0,4.0,49.88954,27230
2017,175.0,4.0,51.49888,27695
2015,237.0,4.0,54.71756,53900
2017,355.0,8.0,35.40548,60315
1998,95.0,4.0,38.62416,2000
1993,230.0,8.0,25.74944,2000
2001,200.0,6.0,45.06152,25475
2012,166.0,4.0,40.2335,23749
2004,170.0,6.0,43.45218,21830
2017,280.0,6.0,43.45218,30595
2001,227.0,6.0,38.62416,29715
1992,162.0,4.0,32.1868,2000
2004,197.0,6.0,30.57746,26199
2007,138.0,4.0,43.45218,17795
2015,155.0,4.0,64.3736,18945
2016,305.0,6.0,48.2802,29995
2001,140.0,4.0,45.06152,21850
2013,170.0,5.0,53.10822,20595
1992,93.0,4.0,46.67086,2000
2016,268.0,4.0,49.88954,51285
2016,148.0,4.0,54.71756,25095
2015,188.0,4.0,51.49888,22300
2015,335.0,6.0,38.62416,65800
2015,210.0,4.0,53.10822,31145
2017,276.0,6.0,35.40548,41900
2004,190.0,6.0,30.57746,22695
2015,200.0,4.0,49.88954,35375
2009,263.0,6.0,35.40548,34175
2011,171.0,4.0,45.06152,20555
2016,168.0,4.0,49.88954,23495
2003,170.0,4.0,43.45218,19980
2012,283.0,6.0,40.2335,39890
2015,109.0,4.0,64.3736,13990
1995,150.0,6.0,35.40548,2498
2015,285.0,6.0,38.62416,35390
2015,158.0,4.0,45.06152,28650
2009,328.0,6.0,40.2335,34250
2001,140.0,4.0,45.06152,20200
2017,300.0,6.0,48.2802,36170
1997,190.0,6.0,27.35878,3143
1996,200.0,8.0,38.62416,2000
2017,147.0,4.0,59.54558,22350
2009,330.0,6.0,40.2335,37000
1998,200.0,6.0,30.57746,2883
2016,272.0,4.0,48.2802,40445
2014,305.0,4.0,37.01482,36495
2011,227.0,5.0,48.2802,29000
1998,160.0,6.0,30.57746,3323
2016,270.0,6.0,33.79614,41850
2009,164.0,4.0,54.71756,25555
1999,150.0,6.0,32.1868,3206
2016,170.0,4.0,54.71756,30500
2017,300.0,6.0,43.45218,60900
2007,295.0,8.0,30.57746,28555
2002,127.0,4.0,38.62416,15999
2002,225.0,8.0,22.53076,20820
2015,220.0,4.0,45.06152,42200
2015,148.0,4.0,59.54558,20995
2013,276.0,6.0,41.84284,68300
2014,99.0,4.0,74.02964,23360
2015,237.0,4.0,54.71756,63900
2012,200.0,4.0,49.88954,30595
2015,240.0,6.0,40.2335,37550
2010,210.0,6.0,33.79614,23250
2012,170.0,5.0,49.88954,25960
1998,125.0,4.0,51.49888,2000
2014,179.0,4.0,49.88954,19210
2014,270.0,6.0,37.01482,35740
2017,240.0,4.0,43.45218,31500
2005,203.0,6.0,37.01482,25965
2016,158.0,4.0,65.98294,20850
2016,138.0,4.0,54.71756,20300
2016,210.0,4.0,53.10822,29725
1999,205.0,6.0,43.45218,2210
2011,303.0,6.0,33.79614,44050
2010,210.0,6.0,32.1868,26325
2017,160.0,4.0,57.93624,25125
2016,270.0,6.0,40.2335,43530
2017,310.0,6.0,43.45218,44895
2017,200.0,4.0,38.62416,34580
2002,140.0,4.0,48.2802,19855
2016,190.0,4.0,40.2335,26700
2017,385.0,8.0,33.79614,53704
2006,215.0,6.0,37.01482,29145
2017,137.0,4.0,56.3269,18750
2012,162.0,4.0,43.45218,27999
2011,261.0,6.0,30.57746,29150
2017,268.0,6.0,48.2802,37650
2016,170.0,4.0,46.67086,25295
2012,242.0,5.0,37.01482,26160
2015,317.0,8.0,27.35878,38170
2005,275.0,8.0,35.40548,46430
2005,302.0,8.0,25.74944,43585
2011,187.0,4.0,54.71756,39100
2002,190.0,6.0,28.96812,24492
2017,390.0,8.0,30.57746,49650
2014,255.0,8.0,24.1401,35860
2015,170.0,4.0,56.3269,38150
2015,184.0,4.0,61.15492,24895
2016,138.0,4.0,54.71756,25230
2016,210.0,4.0,49.88954,31570
2015,120.0,4.0,57.93624,14855
2015,386.0,8.0,38.62416,72520
2017,278.0,6.0,37.01482,29735
1991,94.0,4.0,46.67086,2000
2016,158.0,4.0,65.98294,22040
2017,355.0,8.0,35.40548,54625
2015,170.0,4.0,53.10822,23605
2017,132.0,4.0,57.93624,18935
2013,158.0,4.0,45.06152,20265
2014,240.0,4.0,38.62416,36600
2007,291.0,6.0,32.1868,27340
2009,210.0,6.0,32.1868,26405
2017,179.0,4.0,62.76426,25460
2016,121.0,4.0,85.29502,24700
2009,106.0,4.0,54.71756,14335
2016,261.0,6.0,33.79614,26640
1990,140.0,6.0,32.1868,2000
2017,180.0,4.0,46.67086,25235
2016,335.0,6.0,45.06152,49210
2017,182.0,4.0,45.06152,28500
2015,304.0,6.0,41.84284,64245
2015,236.0,6.0,33.79614,25060
2015,285.0,8.0,27.35878,36355
1991,170.0,8.0,19.31208,2000
2015,241.0,4.0,49.88954,40400
2009,189.0,4.0,43.45218,47250
2016,148.0,4.0,49.88954,21595
2015,180.0,4.0,51.49888,27050
1997,220.0,8.0,27.35878,2787
2002,150.0,4.0,38.62416,16430
2015,290.0,6.0,40.2335,36700
2016,345.0,6.0,38.62416,70600
2003,185.0,6.0,38.62416,24165
2014,304.0,6.0,45.06152,38850
1993,315.0,8.0,25.74944,3176
2017,355.0,8.0,35.40548,45390
2009,306.0,6.0,38.62416,39220
1994,92.0,4.0,56.3269,2000
2009,252.0,6.0,37.01482,29930
2016,173.0,4.0,56.3269,19990
1997,95.0,4.0,38.62416,2000
2017,176.0,4.0,46.67086,34750
2017,280.0,6.0,41.84284,43470
2016,138.0,4.0,53.10822,24065
2012,328.0,6.0,40.2335,41850
2006,155.0,4.0,41.84284,16099
2015,182.0,4.0,46.67086,28310
2010,143.0,4.0,43.45218,18960
2009,189.0,4.0,43.45218,43995
2016,311.0,6.0,41.84284,50470
2015,145.0,4.0,62.76426,17490
2014,250.0,6.0,33.79614,37505
2016,164.0,4.0,49.88954,22700
2008,133.0,4.0,48.2802,25485
2015,328.0,6.0,46.67086,40000
2007,155.0,4.0,49.88954,23905
2017,168.0,4.0,43.45218,27695
2007,420.0,8.0,32.1868,66000
2013,210.0,4.0,53.10822,28425
2015,178.0,4.0,51.49888,29735
2010,162.0,4.0,43.45218,21699
2010,210.0,6.0,28.96812,27005
2017,350.0,6.0,41.84284,43290
2017,106.0,4.0,56.3269,17285
1991,100.0,4.0,49.88954,2000
1997,205.0,6.0,41.84284,2080
2015,182.0,4.0,45.06152,21900
2010,207.0,4.0,49.88954,28900
2016,190.0,4.0,43.45218,24950
2007,252.0,6.0,35.40548,25399
2007,295.0,8.0,28.96812,31375
2015,315.0,6.0,45.06152,63300
1997,120.0,4.0,37.01482,2002
2015,355.0,8.0,37.01482,42860
2004,140.0,4.0,53.10822,10135
2012,330.0,6.0,43.45218,39250
2006,203.0,6.0,41.84284,24230
2016,278.0,6.0,37.01482,34090
2015,210.0,4.0,53.10822,29280
2002,275.0,8.0,37.01482,38185
2015,170.0,4.0,53.10822,26195
2008,173.0,4.0,48.2802,24415
2017,180.0,4.0,56.3269,33450
2007,203.0,6.0,37.01482,24885
2016,240.0,4.0,54.71756,43000
1993,96.0,4.0,48.2802,2000
2015,317.0,8.0,28.96812,46500
2013,302.0,6.0,37.01482,49770
2009,155.0,4.0,59.54558,14990
2017,176.0,4.0,48.2802,24910
2016,302.0,4.0,53.10822,43300
2015,150.0,4.0,67.59228,31445
2016,185.0,4.0,53.10822,28445
2013,332.0,8.0,37.01482,47915
2010,132.0,4.0,51.49888,16100
2000,158.0,6.0,37.01482,2267
2015,308.0,6.0,38.62416,43640
2008,252.0,6.0,35.40548,26699
2013,320.0,8.0,33.79614,41675
2015,278.0,6.0,48.2802,33840
2017,283.0,6.0,40.2335,32395
2016,179.0,4.0,49.88954,24340
2015,429.0,8.0,37.01482,61500
2017,285.0,6.0,38.62416,40025
2016,304.0,6.0,41.84284,57935
1990,150.0,6.0,38.62416,2000
2012,332.0,8.0,37.01482,39640
2017,250.0,4.0,43.45218,34295
2016,303.0,6.0,41.84284,55970
2015,245.0,4.0,48.2802,35600
2016,335.0,6.0,48.2802,41340
2001,175.0,6.0,24.1401,21345
2005,185.0,6.0,38.62416,26780
2017,300.0,6.0,46.67086,40650
2012,185.0,4.0,40.2335,20840
2015,310.0,4.0,49.88954,25300
2016,261.0,6.0,33.79614,35610
2016,285.0,8.0,25.74944,32990
2015,340.0,6.0,37.01482,68295
1997,220.0,8.0,27.35878,2836
2015,285.0,6.0,38.62416,36200
1991,238.0,8.0,25.74944,2304
2017,182.0,4.0,51.49888,26750
2016,169.0,4.0,46.67086,25200
2016,155.0,4.0,64.3736,18545
2014,201.0,4.0,49.88954,33735
2010,173.0,4.0,48.2802,22115
2017,121.0,4.0,85.29502,27100
2017,201.0,4.0,48.2802,23690
2015,285.0,6.0,35.40548,39540
2012,200.0,4.0,53.10822,27975
2017,235.0,4.0,43.45218,38585
2011,302.0,6.0,43.45218,47280
2001,122.0,4.0,51.49888,13999
1995,230.0,6.0,38.62416,2506
1992,177.0,6.0,35.40548,2065
2015,200.0,4.0,43.45218,29730
2016,182.0,4.0,51.49888,22600
2016,169.0,4.0,45.06152,26825
2015,266.0,6.0,37.01482,42880
1999,79.0,4.0,62.76426,2000
1999,175.0,6.0,25.74944,2041
2004,202.0,6.0,28.96812,26575
2000,190.0,5.0,38.62416,2430
2017,184.0,4.0,57.93624,24195
2016,292.0,4.0,49.88954,37895
2013,318.0,6.0,41.84284,46090
2017,283.0,6.0,40.2335,23995
1994,116.0,6.0,32.1868,2000
2017,240.0,4.0,40.2335,41895
2017,311.0,6.0,45.06152,41400
2016,304.0,6.0,45.06152,55705
1996,145.0,6.0,24.1401,2000
2017,310.0,8.0,28.96812,33070
2015,288.0,6.0,38.62416,39050
2011,166.0,4.0,38.62416,22075
2016,175.0,4.0,48.2802,29900
2017,285.0,6.0,35.40548,31525
2017,295.0,6.0,41.84284,50320
2015,240.0,4.0,59.54558,33300
2017,176.0,4.0,45.06152,36150
2012,170.0,5.0,49.88954,21295
2015,503.0,8.0,40.2335,71900
2017,148.0,4.0,53.10822,17795
2014,325.0,6.0,38.62416,53400
2015,260.0,6.0,41.84284,34830
2015,268.0,6.0,49.88954,34140
2015,287.0,6.0,40.2335,29100
2016,220.0,4.0,45.06152,44800
2017,276.0,6.0,38.62416,33600
2004,200.0,6.0,41.84284,22695
2015,179.0,4.0,49.88954,19210
2015,182.0,4.0,61.15492,22300
2012,220.0,4.0,53.10822,34340
2003,120.0,4.0,40.2335,16905
1990,140.0,6.0,32.1868,2000
2016,300.0,6.0,48.2802,30535
1998,200.0,6.0,33.79614,2885
2016,365.0,6.0,32.1868,64945
2017,460.0,8.0,40.2335,73905
2014,160.0,4.0,53.10822,25995
2007,295.0,8.0,30.57746,29065
2017,252.0,4.0,49.88954,24775
1999,150.0,6.0,33.79614,2853
1991,217.0,5.0,35.40548,2000
2015,134.0,4.0,64.3736,29695
2016,266.0,6.0,40.2335,45270
2016,385.0,8.0,33.79614,50050
2017,241.0,4.0,49.88954,50900
2017,164.0,4.0,53.10822,21200
1997,255.0,8.0,24.1401,2585
2016,170.0,4.0,54.71756,25995
2014,184.0,4.0,56.3269,18595
2010,158.0,4.0,45.06152,17445
2016,302.0,4.0,49.88954,47900
2017,288.0,6.0,38.62416,31625
2015,305.0,6.0,38.62416,36950
2016,197.0,4.0,54.71756,22565
2016,333.0,6.0,45.06152,60350
2015,240.0,6.0,41.84284,63600
1993,136.0,4.0,41.84284,2000
1992,230.0,8.0,24.1401,2000
2002,203.0,6.0,28.96812,27780
2016,170.0,4.0,56.3269,40100
1999,170.0,4.0,45.06152,3355
2016,200.0,4.0,49.88954,32670
2007,295.0,8.0,30.57746,27135
2016,295.0,6.0,41.84284,49125
2002,215.0,6.0,40.2335,31615
1990,153.0,4.0,37.01482,2000
2016,292.0,6.0,43.45218,34760
2016,279.0,6.0,45.06152,40570
1992,140.0,6.0,41.84284,2000
2015,210.0,4.0,54.71756,30045
2013,157.0,4.0,45.06152,19940
2016,201.0,4.0,53.10822,21600
2017,345.0,6.0,32.1868,72000
2016,275.0,4.0,48.2802,29800
2015,323.0,6.0,45.06152,26005
1999,55.0,3.0,67.59228,2000
2017,169.0,4.0,43.45218,25590
1999,190.0,6.0,30.57746,2377
2004,185.0,6.0,35.40548,31035
2016,240.0,4.0,54.71756,50000
2004,202.0,6.0,30.57746,25160
1995,138.0,4.0,30.57746,2000
2017,332.0,6.0,41.84284,37070
2017,182.0,4.0,45.06152,31790
1993,275.0,8.0,35.40548,2278
2016,195.0,4.0,67.59228,52650
2017,285.0,6.0,38.62416,33985
1994,222.0,6.0,35.40548,2847
1996,118.0,4.0,48.2802,2000
2017,188.0,4.0,65.98294,37020
1993,230.0,8.0,25.74944,2000
2017,185.0,4.0,57.93624,27150
2017,272.0,6.0,41.84284,53200
2013,200.0,4.0,49.88954,25095
2008,252.0,6.0,35.40548,29149
2015,170.0,4.0,53.10822,29900
2015,305.0,6.0,37.01482,40850
2008,127.0,4.0,45.06152,13839
2006,250.0,6.0,33.79614,35695
2015,345.0,6.0,40.2335,69800
2015,317.0,8.0,27.35878,36990
1995,230.0,6.0,37.01482,2000
2015,310.0,6.0,43.45218,56300
2017,138.0,4.0,54.71756,18170
2009,210.0,6.0,32.1868,25575
1998,180.0,6.0,37.01482,2104
2015,355.0,8.0,35.40548,64085
2015,321.0,6.0,41.84284,59370
2016,365.0,6.0,35.40548,59375
2016,278.0,6.0,37.01482,31420
2016,185.0,4.0,49.88954,25045
2016,132.0,4.0,61.15492,18735
2015,182.0,4.0,40.2335,25200
2016,381.0,8.0,27.35878,36030
2002,170.0,6.0,38.62416,28875
2014,132.0,4.0,57.93624,21650
2015,410.0,6.0,38.62416,69785
2005,200.0,6.0,33.79614,33855
2016,160.0,4.0,57.93624,18995
2016,355.0,8.0,37.01482,36940
2005,150.0,4.0,41.84284,20255
2003,120.0,4.0,37.01482,16220
2016,170.0,4.0,56.3269,39300
2012,185.0,4.0,37.01482,22385
2015,168.0,4.0,46.67086,20995
2017,290.0,6.0,38.62416,31160
2001,190.0,6.0,32.1868,22170
2017,381.0,8.0,28.96812,33100
1997,185.0,4.0,40.2335,2115
2017,208.0,4.0,45.06152,40950
2016,138.0,4.0,61.15492,14165
2007,285.0,8.0,28.96812,25845
2004,185.0,6.0,33.79614,23799
2016,182.0,4.0,62.76426,25460
2017,175.0,4.0,48.2802,25900
2015,200.0,4.0,40.2335,33855
2002,275.0,8.0,40.2335,42130
2015,261.0,6.0,32.1868,25710
2015,148.0,4.0,54.71756,23295
2016,285.0,6.0,35.40548,33060
2008,306.0,6.0,38.62416,32700
2007,285.0,8.0,30.57746,25325
2017,310.0,6.0,49.88954,38665
2017,170.0,4.0,48.2802,25850
2002,275.0,8.0,37.01482,38790
2000,143.0,6.0,33.79614,3032
2011,180.0,4.0,46.67086,25499
2000,215.0,6.0,41.84284,2290
2016,404.0,6.0,41.84284,64395
2004,185.0,6.0,32.1868,22999
2015,210.0,4.0,49.88954,33995
2015,130.0,4.0,62.76426,22640
2010,207.0,6.0,33.79614,22155
2015,208.0,4.0,56.3269,31300
1994,165.0,6.0,32.1868,2000
2015,170.0,4.0,53.10822,25885
2015,180.0,4.0,51.49888,21065
2016,329.0,6.0,45.06152,56700
2015,210.0,4.0,49.88954,28675
2001,145.0,4.0,46.67086,21395
2015,260.0,6.0,43.45218,41560
2002,250.0,8.0,38.62416,35085
2008,127.0,4.0,45.06152,14339
2017,332.0,6.0,38.62416,45270
2016,189.0,4.0,54.71756,24265
2016,240.0,4.0,54.71756,41650
2015,325.0,6.0,38.62416,45800
2010,328.0,6.0,40.2335,36050
2016,184.0,4.0,48.2802,29870
1998,215.0,6.0,28.96812,2816
2010,177.0,4.0,43.45218,34120
2016,170.0,4.0,53.10822,23330
2005,280.0,8.0,35.40548,38355
2016,220.0,4.0,53.10822,37700
2014,158.0,4.0,45.06152,27505
2017,283.0,6.0,38.62416,33695
2016,355.0,8.0,35.40548,67440
2017,280.0,6.0,40.2335,33315
2011,158.0,4.0,41.84284,21715
1996,282.0,8.0,30.57746,5680
2003,127.0,4.0,38.62416,17330
1994,170.0,6.0,41.84284,2000
2015,280.0,6.0,37.01482,53170
2015,370.0,8.0,40.2335,36595
2015,185.0,4.0,56.3269,30270
2016,130.0,4.0,59.54558,15890
2001,115.0,4.0,41.84284,21475
2017,200.0,4.0,49.88954,37820
2016,302.0,6.0,43.45218,59900
1996,180.0,6.0,38.62416,2000
2002,203.0,6.0,28.96812,25285
2010,310.0,8.0,28.96812,28725
2008,210.0,6.0,32.1868,23590
2017,173.0,4.0,40.2335,24895
2014,317.0,8.0,28.96812,29360
2011,320.0,8.0,33.79614,46195
2016,300.0,6.0,41.84284,63200
2007,195.0,6.0,33.79614,16115
2015,150.0,4.0,74.02964,24075
2016,200.0,4.0,43.45218,25865
2003,203.0,6.0,28.96812,28760
1991,162.0,4.0,38.62416,2000
2017,250.0,4.0,54.71756,46950
2003,200.0,6.0,35.40548,26315
2017,189.0,4.0,54.71756,26215
2015,130.0,4.0,61.15492,23490
2015,170.0,4.0,51.49888,29630
2015,210.0,4.0,49.88954,30525
2017,268.0,4.0,43.45218,28995
2008,210.0,6.0,32.1868,23640
2016,184.0,4.0,61.15492,24995
2013,280.0,6.0,46.67086,39635
1997,134.0,4.0,37.01482,2550
2015,130.0,4.0,64.3736,17780
2004,300.0,8.0,30.57746,46950
2016,184.0,4.0,59.54558,21495
1996,160.0,6.0,41.84284,2000
2016,280.0,6.0,41.84284,37855
2017,241.0,4.0,51.49888,37825
2017,355.0,8.0,37.01482,42080
2004,202.0,6.0,30.57746,22315
2015,200.0,4.0,48.2802,29990
2013,305.0,4.0,37.01482,37645
2009,237.0,4.0,40.2335,37995
2001,188.0,8.0,25.74944,36350
2016,285.0,8.0,25.74944,34800
2003,190.0,6.0,25.74944,25690
2015,321.0,6.0,41.84284,50165
1991,114.0,4.0,41.84284,2000
2017,134.0,4.0,62.76426,28060
2014,210.0,4.0,46.67086,34895
2017,355.0,8.0,37.01482,44540
2014,140.0,4.0,65.98294,28895
2014,325.0,6.0,45.06152,63800
2017,182.0,4.0,51.49888,23100
2016,188.0,4.0,65.98294,31430
2016,201.0,4.0,57.93624,34890
2001,207.0,6.0,32.1868,19340
2005,302.0,8.0,27.35878,40635
2016,300.0,6.0,49.88954,35595
2016,280.0,6.0,41.84284,38855
2017,380.0,6.0,32.1868,65560
2001,140.0,4.0,45.06152,21600
2016,185.0,4.0,49.88954,31245
2015,350.0,6.0,41.84284,43290
2014,201.0,4.0,53.10822,22300
2017,220.0,4.0,35.40548,42200
2017,290.0,6.0,54.71756,39400
2004,170.0,6.0,43.45218,23335
2016,332.0,6.0,40.2335,46570
2013,325.0,6.0,38.62416,44950
2014,278.0,6.0,48.2802,33690
2003,185.0,6.0,35.40548,34290
2012,173.0,4.0,48.2802,18995
2016,283.0,6.0,40.2335,25095
1997,240.0,5.0,38.62416,2000
2002,250.0,6.0,38.62416,32065
1999,300.0,8.0,35.40548,3741
2015,290.0,6.0,43.45218,48840
1991,116.0,4.0,35.40548,2000
2015,292.0,6.0,43.45218,34195
2015,381.0,8.0,27.35878,56580
1993,180.0,6.0,27.35878,2000
2017,260.0,6.0,45.06152,37130
2016,98.0,4.0,65.98294,12660
2012,150.0,4.0,53.10822,15495
2011,275.0,8.0,37.01482,54825
2016,200.0,4.0,49.88954,37820
2015,355.0,8.0,37.01482,40900
2016,283.0,6.0,40.2335,31495
1994,160.0,6.0,28.96812,2000
2015,266.0,6.0,40.2335,41750
2007,300.0,8.0,30.57746,41190
2012,98.0,4.0,70.81096,18500
2017,278.0,6.0,53.10822,34830
2014,283.0,6.0,46.67086,25795
2013,263.0,4.0,40.2335,24200
2015,231.0,4.0,49.88954,37080
2017,305.0,4.0,37.01482,39995
2016,200.0,4.0,51.49888,31570
2017,240.0,4.0,40.2335,47880
2013,265.0,4.0,40.2335,25795
2015,189.0,4.0,56.3269,24665
2015,195.0,4.0,61.15492,54300
2007,245.0,6.0,33.79614,29995
2016,138.0,4.0,54.71756,20300
2016,375.0,8.0,37.01482,31995
2016,170.0,4.0,57.93624,23650
2015,273.0,6.0,45.06152,38795
2009,337.0,8.0,32.1868,30995
2016,335.0,6.0,45.06152,51945
2015,275.0,6.0,30.57746,37580
2016,305.0,6.0,41.84284,31670
2015,302.0,6.0,46.67086,52300
2002,315.0,6.0,40.2335,44990
2015,131.0,4.0,41.84284,21955
2008,170.0,5.0,46.67086,15600
2017,152.0,4.0,59.54558,21695
2017,381.0,8.0,27.35878,61990
2016,381.0,8.0,27.35878,42945
2016,300.0,6.0,45.06152,29645
2017,138.0,4.0,48.2802,28365
2015,130.0,4.0,61.15492,20145
2016,259.0,4.0,43.45218,31415
1995,163.0,6.0,24.1401,2000
2002,135.0,4.0,40.2335,12840
2017,278.0,6.0,38.62416,32240
1998,302.0,8.0,33.79614,4472
2016,311.0,6.0,40.2335,41250
2000,255.0,8.0,24.1401,3465
2014,308.0,6.0,37.01482,48065
2016,279.0,6.0,45.06152,36870
2013,225.0,8.0,27.35878,30145
2000,300.0,8.0,40.2335,3257
2016,109.0,4.0,56.3269,13540
1994,93.0,4.0,48.2802,2000
2015,138.0,4.0,56.3269,16095
2007,127.0,4.0,43.45218,16499
1999,132.0,4.0,57.93624,2000
2009,285.0,6.0,32.1868,33480
2012,200.0,4.0,49.88954,26275
1992,116.0,4.0,32.1868,2000
2017,365.0,6.0,30.57746,68996
1998,200.0,6.0,33.79614,2668
2014,291.0,4.0,37.01482,34995
2015,170.0,4.0,43.45218,21500
1991,162.0,4.0,38.62416,2000
2005,185.0,6.0,32.1868,24799
2014,265.0,6.0,48.2802,50400
2016,169.0,4.0,45.06152,26825
2012,187.0,4.0,54.71756,37030
2015,185.0,4.0,53.10822,32895
2005,185.0,6.0,38.62416,26835
2017,280.0,6.0,37.01482,52795
1996,155.0,6.0,30.57746,2000
2005,200.0,6.0,45.06152,24610
2008,225.0,6.0,30.57746,29099
2015,280.0,6.0,35.40548,48300
2017,275.0,6.0,30.57746,35660
2017,120.0,4.0,57.93624,19420
2012,122.0,4.0,48.2802,14980
2014,210.0,4.0,51.49888,27925
2015,231.0,4.0,53.10822,45555
2015,381.0,8.0,27.35878,56580
2005,155.0,4.0,41.84284,17549
2004,231.0,8.0,27.35878,26160
2015,300.0,6.0,38.62416,45550
2014,199.0,4.0,64.3736,25995
2017,305.0,6.0,38.62416,46560
2009,303.0,6.0,37.01482,42150
2016,130.0,4.0,48.2802,15900
1997,155.0,6.0,41.84284,2000
2017,381.0,8.0,27.35878,43395
2017,365.0,6.0,32.1868,62860
2014,179.0,4.0,49.88954,21400
2015,185.0,4.0,53.10822,26795
1999,190.0,6.0,40.2335,2288
1999,220.0,8.0,24.1401,3878
2016,240.0,4.0,49.88954,46675
2012,185.0,4.0,40.2335,17490
2015,285.0,8.0,27.35878,31415
1990,105.0,4.0,40.2335,2000
2016,188.0,4.0,65.98294,25675
2015,109.0,4.0,64.3736,17590
2016,185.0,4.0,57.93624,27350
2016,176.0,4.0,49.88954,29265
2006,300.0,8.0,28.96812,37600
2015,302.0,4.0,48.2802,45550
2012,150.0,4.0,53.10822,13699
2017,231.0,4.0,49.88954,36620
2012,227.0,5.0,45.06152,40450
1998,220.0,8.0,25.74944,3471
2016,138.0,4.0,56.3269,16195
2015,148.0,4.0,57.93624,23295
1992,180.0,6.0,27.35878,2000
2017,153.0,4.0,64.3736,21450
2017,174.0,4.0,67.59228,23300
2007,340.0,8.0,37.01482,31515
2016,300.0,6.0,45.06152,60900
2009,143.0,4.0,41.84284,17680
2017,173.0,4.0,40.2335,26295
2017,460.0,8.0,40.2335,69905
2004,165.0,6.0,32.1868,20965
2017,176.0,4.0,45.06152,26310
2015,302.0,4.0,56.3269,39250
2017,280.0,6.0,41.84284,39855
2015,443.0,8.0,40.2335,64900
2016,280.0,6.0,37.01482,42705
2015,240.0,4.0,48.2802,55700
2015,240.0,4.0,41.84284,48525
2013,140.0,4.0,62.76426,26895
2016,386.0,8.0,38.62416,72520
2016,166.0,4.0,49.88954,22995
2002,190.0,6.0,32.1868,21499
2009,143.0,4.0,41.84284,18805
2015,160.0,4.0,54.71756,29295
2012,166.0,4.0,37.01482,22849
2007,242.0,6.0,37.01482,26395
2016,240.0,6.0,61.15492,59500
2009,310.0,8.0,28.96812,32750
