Valor,Tamanho,Quartos,Banheiros,Suites,Vagas,Elevador,Mobiliado,Piscina,Novo,Regiao
2500,80,3,2,1,2,Nao,Nao,Sim,Nao,Leste
2600,68,3,2,1,2,Nao,Sim,Sim,Nao,Leste
2300,77,3,2,1,2,Nao,Nao,Sim,Nao,Leste
2100,76,3,2,1,2,Nao,Nao,Sim,Nao,Leste
2800,77,3,2,1,2,Nao,Nao,Sim,Nao,Leste
1500,56,2,2,1,1,Sim,Nao,Sim,Nao,Leste
2700,60,2,2,1,1,Nao,Sim,Sim,Nao,Leste
2900,79,3,2,1,2,Nao,Sim,Nao,Nao,Leste
2350,76,2,2,1,2,Nao,Nao,Sim,Nao,Leste
3100,60,2,2,1,1,Nao,Sim,Sim,Nao,Leste
1400,60,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1400,60,2,1,0,1,Nao,Nao,Nao,Nao,Leste
2300,113,3,2,1,1,Nao,Nao,Nao,Nao,Leste
3200,125,3,4,3,3,Sim,Sim,Sim,Nao,Leste
2500,82,3,2,1,0,Nao,Sim,Sim,Nao,Leste
2500,76,3,2,1,2,Nao,Nao,Sim,Nao,Leste
2800,78,3,2,1,2,Nao,Nao,Sim,Nao,Leste
1300,56,2,1,0,1,Nao,Nao,Sim,Nao,Leste
1400,56,2,1,0,1,Nao,Nao,Sim,Nao,Leste
2500,79,3,2,1,2,Nao,Nao,Sim,Nao,Leste
800,65,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1100,90,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1200,35,1,1,0,1,Nao,Sim,Nao,Nao,Leste
1105,65,3,1,0,1,Sim,Nao,Nao,Nao,Leste
1080,45,2,1,0,1,Nao,Nao,Sim,Nao,Leste
1100,45,2,1,0,1,Nao,Nao,Nao,Nao,Leste
860,53,3,1,0,1,Nao,Nao,Nao,Nao,Leste
900,46,2,2,1,1,Nao,Nao,Sim,Nao,Leste
1200,50,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1050,50,2,1,0,1,Nao,Nao,Sim,Nao,Leste
1200,47,2,1,0,1,Sim,Nao,Nao,Nao,Leste
700,54,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1000,47,2,1,0,1,Nao,Nao,Sim,Nao,Leste
1200,38,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1000,56,2,1,0,1,Nao,Nao,Nao,Nao,Leste
950,48,2,1,0,1,Nao,Nao,Nao,Nao,Leste
800,48,2,1,0,1,Nao,Nao,Nao,Nao,Leste
700,48,2,2,1,1,Nao,Nao,Nao,Nao,Leste
950,56,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1010,57,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1100,48,2,1,0,1,Nao,Nao,Nao,Nao,Leste
770,47,2,1,0,1,Nao,Nao,Nao,Nao,Leste
900,58,2,2,1,1,Nao,Nao,Nao,Nao,Leste
805,48,2,1,0,1,Nao,Nao,Nao,Nao,Leste
910,53,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1150,49,2,1,0,1,Sim,Nao,Nao,Nao,Leste
700,50,2,1,0,1,Nao,Nao,Nao,Nao,Leste
800,48,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1220,59,2,2,1,1,Nao,Nao,Nao,Nao,Leste
750,48,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1150,56,2,1,0,1,Nao,Nao,Nao,Nao,Leste
790,58,2,1,0,1,Nao,Nao,Nao,Nao,Leste
900,56,2,1,0,1,Nao,Nao,Nao,Nao,Leste
800,48,2,1,0,1,Sim,Nao,Nao,Nao,Leste
830,56,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1050,57,2,1,0,1,Sim,Nao,Nao,Nao,Leste
1105,45,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1000,49,2,1,0,1,Nao,Nao,Nao,Nao,Leste
900,48,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1150,56,3,1,0,1,Nao,Nao,Nao,Nao,Leste
1260,47,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1000,65,2,1,0,0,Nao,Nao,Nao,Nao,Leste
1000,59,2,1,0,1,Nao,Nao,Nao,Nao,Leste
900,71,1,1,0,1,Nao,Nao,Nao,Nao,Leste
3100,110,3,3,1,1,Nao,Nao,Sim,Nao,Leste
990,90,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1200,58,2,1,0,1,Nao,Nao,Nao,Nao,Leste
2500,110,3,2,1,2,Nao,Nao,Sim,Nao,Leste
1850,57,2,2,1,2,Nao,Nao,Sim,Nao,Leste
1600,48,2,1,0,1,Sim,Nao,Nao,Nao,Leste
1600,48,2,1,0,1,Nao,Nao,Sim,Nao,Leste
1700,79,2,2,1,1,Nao,Nao,Sim,Nao,Leste
1250,32,1,1,0,1,Sim,Nao,Sim,Nao,Leste
2300,113,3,2,1,2,Nao,Nao,Nao,Nao,Leste
990,92,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1500,46,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1700,62,3,1,0,1,Nao,Nao,Nao,Nao,Leste
2500,68,3,2,1,1,Nao,Nao,Sim,Nao,Leste
1800,79,2,2,1,1,Nao,Nao,Sim,Nao,Leste
2300,114,3,2,1,2,Nao,Nao,Sim,Nao,Leste
1600,48,2,1,0,1,Sim,Nao,Nao,Nao,Leste
2200,146,3,2,1,1,Nao,Nao,Nao,Nao,Leste
1500,55,2,1,0,1,Sim,Nao,Nao,Nao,Leste
2500,113,3,2,1,2,Sim,Nao,Nao,Nao,Leste
2500,107,3,2,1,2,Sim,Nao,Sim,Nao,Leste
1500,45,2,1,0,1,Nao,Nao,Nao,Nao,Leste
3000,107,3,2,1,2,Nao,Nao,Sim,Nao,Leste
1600,43,2,1,0,1,Sim,Nao,Nao,Nao,Leste
1400,63,2,1,0,1,Nao,Nao,Sim,Nao,Leste
2500,113,3,2,1,2,Sim,Nao,Nao,Nao,Leste
2600,68,1,1,0,0,Sim,Nao,Nao,Nao,Leste
1690,60,2,2,1,1,Nao,Nao,Sim,Nao,Leste
1700,81,3,1,0,0,Nao,Nao,Nao,Nao,Leste
1750,60,3,1,0,1,Nao,Nao,Nao,Nao,Leste
1600,43,2,1,0,1,Sim,Nao,Nao,Nao,Leste
1900,55,2,1,0,1,Nao,Sim,Nao,Nao,Leste
1500,55,2,1,0,1,Nao,Nao,Sim,Nao,Leste
1000,55,2,1,0,0,Nao,Nao,Nao,Nao,Leste
1100,50,2,1,0,1,Nao,Nao,Sim,Nao,Leste
750,47,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1300,50,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1600,52,2,2,1,1,Nao,Nao,Sim,Nao,Leste
1050,55,2,1,0,1,Sim,Nao,Nao,Nao,Leste
2100,77,3,2,1,2,Nao,Nao,Sim,Nao,Leste
1200,50,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1300,45,1,1,0,2,Nao,Nao,Nao,Nao,Leste
1900,60,2,1,0,1,Nao,Nao,Sim,Nao,Leste
1950,58,2,2,1,2,Nao,Nao,Sim,Nao,Leste
700,60,2,1,0,1,Nao,Nao,Nao,Nao,Leste
2600,231,3,4,3,2,Nao,Nao,Sim,Nao,Leste
1300,57,2,1,0,1,Nao,Nao,Sim,Nao,Leste
3000,96,3,2,1,2,Nao,Nao,Sim,Nao,Leste
1100,38,1,1,0,1,Nao,Nao,Nao,Nao,Leste
1200,65,2,2,0,1,Nao,Nao,Sim,Nao,Leste
2200,64,2,2,1,1,Nao,Nao,Sim,Nao,Leste
1100,38,1,1,0,1,Nao,Nao,Nao,Nao,Leste
1500,127,3,4,3,2,Nao,Nao,Sim,Nao,Leste
1000,59,2,2,1,1,Nao,Nao,Nao,Nao,Leste
1860,50,2,1,0,1,Nao,Sim,Nao,Nao,Leste
2700,96,2,2,1,2,Nao,Sim,Nao,Nao,Leste
1500,77,3,2,0,2,Nao,Nao,Sim,Nao,Leste
2100,72,3,2,1,1,Nao,Nao,Sim,Nao,Leste
1441,70,2,1,0,0,Nao,Sim,Nao,Nao,Leste
3000,217,1,1,0,2,Nao,Nao,Nao,Nao,Leste
1600,83,2,1,0,1,Nao,Nao,Sim,Nao,Leste
1500,77,3,2,1,2,Nao,Nao,Sim,Nao,Leste
1145,80,3,1,0,1,Sim,Nao,Sim,Nao,Leste
3200,103,3,4,3,2,Nao,Nao,Sim,Nao,Leste
1050,56,2,1,0,1,Sim,Nao,Nao,Nao,Leste
3000,160,4,3,2,2,Nao,Nao,Nao,Nao,Leste
1500,127,3,4,3,2,Nao,Nao,Sim,Nao,Leste
2600,231,3,2,1,2,Nao,Nao,Sim,Nao,Leste
2200,65,3,2,1,1,Nao,Nao,Sim,Nao,Leste
2900,83,3,2,1,1,Nao,Nao,Sim,Nao,Leste
1600,50,2,1,0,1,Nao,Sim,Sim,Nao,Leste
2000,71,3,2,1,1,Nao,Nao,Nao,Nao,Leste
1400,44,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1250,90,2,1,0,0,Nao,Nao,Nao,Nao,Leste
1800,127,4,4,3,2,Nao,Nao,Sim,Nao,Leste
2000,64,2,2,1,1,Nao,Nao,Sim,Nao,Leste
1250,55,2,1,0,2,Nao,Nao,Nao,Nao,Leste
1100,35,1,1,0,0,Nao,Nao,Nao,Nao,Leste
1100,65,2,1,0,0,Nao,Nao,Nao,Nao,Leste
3100,232,3,5,3,2,Nao,Nao,Sim,Nao,Leste
2300,75,2,2,1,2,Nao,Nao,Sim,Nao,Leste
700,60,1,1,0,1,Sim,Nao,Nao,Nao,Leste
1500,62,3,1,0,1,Sim,Nao,Sim,Nao,Leste
1100,48,2,1,0,1,Nao,Sim,Nao,Nao,Leste
1200,53,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1250,50,2,1,0,1,Nao,Nao,Nao,Nao,Leste
785,52,2,2,1,1,Nao,Nao,Nao,Nao,Leste
1250,50,2,1,0,1,Sim,Nao,Nao,Nao,Leste
1100,54,2,2,1,1,Nao,Nao,Sim,Nao,Leste
785,48,2,1,0,1,Nao,Nao,Nao,Nao,Leste
700,50,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1350,65,3,1,0,1,Nao,Nao,Nao,Nao,Leste
1100,68,3,2,1,1,Nao,Nao,Nao,Nao,Leste
1300,70,3,2,1,1,Nao,Nao,Nao,Nao,Leste
1800,82,2,2,1,1,Nao,Sim,Nao,Nao,Leste
1800,82,3,2,1,1,Nao,Sim,Nao,Nao,Leste
1200,55,2,1,0,1,Nao,Nao,Nao,Nao,Leste
950,63,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1200,55,2,2,1,1,Nao,Nao,Nao,Nao,Leste
825,53,2,1,0,1,Nao,Nao,Nao,Nao,Leste
700,53,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1100,50,3,1,0,1,Nao,Nao,Sim,Nao,Leste
900,50,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1100,48,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1000,48,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1030,41,3,1,0,1,Nao,Nao,Nao,Nao,Leste
1000,47,2,1,0,0,Nao,Nao,Nao,Nao,Leste
1000,48,2,1,0,1,Nao,Nao,Sim,Nao,Leste
1200,52,2,1,0,1,Nao,Nao,Nao,Nao,Leste
670,38,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1000,45,2,1,0,1,Sim,Nao,Nao,Nao,Leste
700,50,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1000,53,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1500,110,3,2,1,1,Nao,Nao,Nao,Nao,Leste
1200,50,2,1,0,1,Nao,Nao,Nao,Nao,Leste
900,56,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1700,53,2,1,0,1,Nao,Sim,Sim,Nao,Leste
1100,55,2,1,0,1,Nao,Nao,Nao,Nao,Leste
980,67,2,1,0,1,Nao,Nao,Nao,Nao,Leste
860,50,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1000,47,2,1,0,1,Nao,Nao,Sim,Nao,Leste
850,55,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1100,56,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1100,66,2,1,0,0,Nao,Nao,Nao,Nao,Leste
990,75,3,1,0,0,Nao,Nao,Nao,Nao,Leste
1300,49,2,1,0,0,Nao,Nao,Nao,Nao,Leste
1300,57,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1400,56,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1300,47,2,1,0,1,Nao,Nao,Nao,Nao,Leste
900,70,2,1,0,0,Nao,Nao,Nao,Nao,Leste
1500,55,2,2,1,1,Nao,Sim,Sim,Nao,Leste
1600,56,2,1,0,1,Nao,Nao,Nao,Nao,Leste
900,56,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1050,56,2,1,0,1,Nao,Nao,Nao,Nao,Leste
800,48,2,1,0,1,Nao,Nao,Nao,Nao,Leste
900,56,2,1,0,1,Nao,Nao,Nao,Nao,Leste
950,56,2,1,0,1,Nao,Nao,Nao,Nao,Leste
850,56,2,1,0,1,Nao,Nao,Nao,Nao,Leste
900,56,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1000,52,2,2,1,1,Nao,Nao,Nao,Nao,Leste
1800,66,2,1,0,2,Nao,Nao,Nao,Nao,Leste
1200,62,2,1,0,0,Nao,Nao,Nao,Nao,Leste
1372,70,3,2,0,1,Nao,Nao,Sim,Nao,Leste
1400,50,1,1,0,1,Nao,Nao,Nao,Nao,Leste
1100,47,2,1,0,1,Sim,Nao,Nao,Nao,Leste
1400,50,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1500,62,3,2,1,1,Nao,Nao,Sim,Nao,Leste
1900,49,2,1,0,1,Sim,Nao,Sim,Nao,Leste
1800,52,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1800,52,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1100,80,2,1,0,1,Nao,Nao,Nao,Nao,Leste
2500,78,3,2,1,1,Nao,Nao,Nao,Nao,Leste
800,55,2,2,1,1,Nao,Nao,Nao,Nao,Leste
1100,50,2,1,0,1,Sim,Nao,Sim,Nao,Leste
1500,45,2,1,0,1,Nao,Sim,Nao,Nao,Leste
2000,68,2,2,1,1,Nao,Nao,Sim,Nao,Leste
1951,65,2,1,0,1,Nao,Sim,Nao,Nao,Leste
1200,120,3,2,1,2,Nao,Nao,Nao,Nao,Leste
1541,37,2,1,0,1,Sim,Nao,Nao,Nao,Leste
1200,56,2,1,0,2,Nao,Nao,Sim,Nao,Leste
800,46,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1400,40,2,1,0,1,Sim,Nao,Nao,Nao,Leste
1200,63,3,2,1,1,Nao,Nao,Sim,Nao,Leste
1600,53,2,2,1,1,Nao,Nao,Sim,Nao,Leste
1000,76,3,1,0,1,Nao,Nao,Nao,Nao,Leste
2500,82,3,1,0,2,Nao,Nao,Nao,Nao,Leste
1300,48,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1800,66,3,2,1,1,Nao,Nao,Sim,Nao,Leste
1300,65,2,1,0,2,Nao,Nao,Nao,Nao,Leste
1200,61,2,1,0,0,Nao,Nao,Nao,Nao,Leste
1200,125,3,2,1,2,Nao,Nao,Nao,Nao,Leste
1600,80,3,2,1,1,Nao,Nao,Sim,Nao,Leste
1300,49,2,1,0,1,Nao,Nao,Sim,Nao,Leste
1300,68,3,1,0,1,Nao,Nao,Nao,Nao,Leste
1250,48,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1300,65,3,2,1,2,Nao,Nao,Nao,Nao,Leste
1500,60,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1000,30,1,1,0,0,Nao,Nao,Nao,Nao,Leste
750,35,1,1,0,0,Nao,Nao,Nao,Nao,Leste
1200,74,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1000,60,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1500,56,2,1,0,1,Nao,Nao,Sim,Nao,Leste
1190,70,3,2,1,1,Nao,Nao,Sim,Nao,Leste
1190,70,3,2,1,1,Nao,Nao,Sim,Nao,Leste
1190,70,3,2,1,1,Nao,Nao,Sim,Nao,Leste
1000,59,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1700,44,2,1,0,1,Nao,Nao,Sim,Nao,Leste
1190,70,3,2,1,1,Nao,Nao,Sim,Nao,Leste
1100,65,3,1,0,2,Nao,Nao,Nao,Nao,Leste
1300,48,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1190,70,3,2,1,1,Nao,Nao,Sim,Nao,Leste
700,30,1,1,0,0,Nao,Nao,Nao,Nao,Leste
1190,70,3,2,1,1,Nao,Nao,Sim,Nao,Leste
1400,45,2,1,0,1,Nao,Nao,Sim,Nao,Leste
1190,65,3,2,1,1,Nao,Nao,Sim,Nao,Leste
1190,65,3,2,1,0,Nao,Nao,Sim,Nao,Leste
1050,60,2,1,0,1,Nao,Nao,Sim,Nao,Leste
1800,136,2,2,1,3,Nao,Nao,Nao,Nao,Leste
1500,95,3,2,1,2,Nao,Nao,Sim,Nao,Leste
800,34,1,1,0,0,Nao,Nao,Nao,Nao,Leste
980,34,1,1,0,0,Nao,Nao,Nao,Nao,Leste
800,34,1,1,0,0,Nao,Nao,Nao,Nao,Leste
980,34,1,1,0,0,Nao,Nao,Nao,Nao,Leste
1100,48,2,1,0,1,Nao,Nao,Nao,Nao,Leste
950,44,1,1,0,1,Nao,Sim,Sim,Nao,Leste
870,47,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1000,48,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1300,47,2,1,0,1,Nao,Nao,Sim,Nao,Leste
1400,50,2,1,0,1,Nao,Nao,Nao,Nao,Leste
650,44,2,1,0,1,Nao,Nao,Nao,Nao,Leste
2200,70,3,1,0,1,Nao,Sim,Sim,Nao,Leste
1300,38,1,1,0,1,Nao,Nao,Sim,Nao,Leste
1400,68,3,2,0,2,Nao,Nao,Sim,Nao,Leste
2500,72,2,2,1,2,Sim,Sim,Sim,Nao,Leste
1990,85,3,3,1,2,Nao,Nao,Sim,Nao,Leste
1450,65,2,2,1,1,Nao,Nao,Sim,Nao,Leste
2200,149,3,2,1,2,Sim,Nao,Sim,Nao,Leste
3200,125,3,1,3,3,Nao,Nao,Sim,Nao,Leste
2000,68,2,2,1,1,Nao,Nao,Sim,Nao,Leste
1800,85,3,2,1,2,Nao,Nao,Nao,Nao,Leste
2000,136,4,2,1,3,Nao,Nao,Sim,Nao,Leste
1800,40,1,1,0,1,Nao,Nao,Nao,Nao,Leste
2600,71,2,2,1,2,Nao,Nao,Sim,Nao,Leste
2500,114,3,2,1,2,Nao,Nao,Nao,Nao,Leste
3000,82,2,2,1,2,Nao,Sim,Sim,Nao,Leste
2200,50,1,1,0,1,Sim,Nao,Sim,Nao,Leste
1650,64,2,1,0,1,Sim,Nao,Nao,Nao,Leste
2000,117,3,2,1,2,Nao,Nao,Sim,Nao,Leste
1600,60,2,1,0,1,Nao,Nao,Sim,Nao,Leste
2500,90,3,2,1,2,Nao,Sim,Sim,Nao,Leste
1200,61,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1400,66,2,1,0,1,Nao,Nao,Sim,Nao,Leste
2000,92,3,3,1,2,Sim,Nao,Sim,Nao,Leste
1700,50,2,1,0,1,Nao,Nao,Sim,Nao,Leste
3200,110,2,2,1,2,Nao,Nao,Sim,Nao,Leste
2700,96,3,2,1,2,Nao,Nao,Nao,Nao,Leste
1400,75,2,1,0,0,Nao,Nao,Nao,Nao,Leste
2800,147,3,2,1,2,Nao,Nao,Sim,Nao,Leste
1610,117,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1600,75,3,2,1,1,Sim,Nao,Nao,Nao,Leste
1600,71,2,1,0,1,Nao,Nao,Sim,Nao,Leste
2200,95,3,2,1,2,Nao,Nao,Sim,Nao,Leste
1500,80,3,2,1,1,Nao,Nao,Nao,Nao,Leste
2100,92,3,1,0,1,Nao,Nao,Sim,Nao,Leste
1700,90,2,2,1,2,Nao,Nao,Sim,Nao,Leste
2300,126,3,2,1,3,Nao,Nao,Sim,Nao,Leste
1800,65,2,2,1,1,Nao,Nao,Nao,Nao,Leste
1190,69,3,2,1,1,Nao,Nao,Sim,Nao,Leste
750,50,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1000,42,2,1,0,1,Nao,Nao,Nao,Nao,Leste
905,30,1,1,0,0,Sim,Nao,Nao,Nao,Leste
2680,68,3,2,1,2,Sim,Nao,Sim,Nao,Leste
1190,60,2,1,0,1,Nao,Nao,Nao,Nao,Leste
2500,68,3,2,1,2,Nao,Nao,Sim,Nao,Leste
1200,55,2,1,0,1,Nao,Nao,Nao,Nao,Leste
800,52,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1000,90,2,1,0,0,Nao,Nao,Nao,Nao,Leste
1335,58,2,1,0,1,Nao,Nao,Sim,Nao,Leste
1300,82,3,1,0,2,Nao,Nao,Nao,Nao,Leste
1920,70,2,2,1,1,Nao,Nao,Sim,Nao,Leste
1000,60,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1205,59,2,1,0,1,Nao,Nao,Sim,Nao,Leste
1000,60,2,1,0,1,Nao,Nao,Nao,Nao,Leste
2500,68,3,2,1,2,Sim,Nao,Sim,Nao,Leste
1800,58,2,2,1,1,Nao,Sim,Nao,Nao,Leste
1500,67,2,1,0,1,Nao,Sim,Sim,Nao,Leste
1200,60,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1500,86,3,2,1,2,Nao,Nao,Nao,Nao,Leste
1850,82,3,2,1,2,Nao,Nao,Sim,Nao,Leste
2200,69,2,2,1,1,Nao,Nao,Sim,Nao,Leste
1200,48,2,1,0,1,Nao,Nao,Nao,Nao,Leste
2000,51,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1100,55,2,1,0,1,Nao,Nao,Nao,Nao,Leste
2200,69,2,2,1,1,Sim,Nao,Sim,Nao,Leste
1800,53,2,1,0,2,Nao,Nao,Nao,Nao,Leste
2200,90,3,2,1,2,Nao,Nao,Sim,Nao,Leste
2400,110,3,2,1,2,Nao,Nao,Nao,Nao,Leste
2800,267,4,3,2,4,Nao,Sim,Sim,Nao,Leste
1300,52,2,1,0,1,Nao,Nao,Nao,Nao,Leste
2800,69,2,2,1,1,Nao,Nao,Nao,Nao,Leste
2000,54,2,1,0,1,Nao,Sim,Nao,Nao,Leste
1800,54,2,1,0,0,Nao,Nao,Nao,Nao,Leste
1600,50,2,1,0,1,Nao,Nao,Sim,Nao,Leste
1300,44,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1900,50,2,1,0,1,Nao,Nao,Sim,Nao,Leste
1300,50,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1400,68,3,2,1,1,Sim,Nao,Nao,Nao,Leste
1500,55,3,1,0,1,Sim,Nao,Sim,Nao,Leste
2700,90,3,2,1,2,Nao,Nao,Sim,Nao,Leste
1600,90,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1550,73,3,1,0,1,Nao,Nao,Nao,Nao,Leste
2000,65,3,2,1,1,Nao,Nao,Sim,Nao,Leste
2100,92,3,2,1,2,Nao,Nao,Nao,Nao,Leste
1500,50,2,1,0,1,Nao,Nao,Sim,Nao,Leste
1500,126,3,2,1,1,Nao,Nao,Nao,Nao,Leste
1950,78,3,1,0,1,Sim,Nao,Sim,Nao,Leste
1100,44,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1700,60,3,1,0,1,Nao,Sim,Nao,Nao,Leste
1300,44,2,1,0,1,Nao,Nao,Nao,Nao,Leste
2100,92,3,2,1,2,Nao,Nao,Nao,Nao,Leste
1450,60,2,2,1,1,Nao,Nao,Nao,Nao,Leste
1200,50,2,1,0,1,Nao,Nao,Nao,Nao,Leste
3000,135,3,2,1,2,Sim,Nao,Sim,Nao,Leste
1600,50,2,1,0,1,Nao,Sim,Sim,Nao,Leste
1800,53,2,1,0,2,Sim,Nao,Nao,Nao,Leste
1600,40,2,2,1,1,Nao,Nao,Sim,Nao,Leste
1200,60,2,1,0,2,Nao,Nao,Nao,Nao,Leste
750,60,2,1,0,1,Nao,Nao,Nao,Nao,Leste
2000,106,3,1,0,1,Sim,Nao,Nao,Nao,Leste
2470,140,3,2,1,3,Nao,Nao,Sim,Nao,Leste
2000,105,3,1,0,1,Nao,Nao,Nao,Nao,Leste
1400,57,2,1,0,1,Nao,Nao,Sim,Nao,Leste
1000,70,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1600,73,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1600,75,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1000,45,1,1,0,1,Sim,Nao,Nao,Nao,Leste
1400,77,3,1,0,2,Nao,Nao,Nao,Nao,Leste
1500,55,2,2,1,1,Nao,Nao,Nao,Nao,Leste
1700,50,2,1,0,1,Nao,Nao,Sim,Nao,Leste
1300,45,2,1,0,1,Nao,Nao,Nao,Nao,Leste
2100,71,3,2,1,3,Nao,Nao,Sim,Nao,Leste
1450,49,2,2,1,1,Nao,Nao,Nao,Nao,Leste
2500,50,2,1,0,2,Nao,Sim,Nao,Nao,Leste
1350,58,2,1,0,1,Sim,Nao,Sim,Nao,Leste
2250,126,3,2,1,1,Nao,Nao,Nao,Nao,Leste
1000,35,1,1,0,0,Nao,Nao,Sim,Nao,Leste
1250,59,2,1,0,1,Nao,Nao,Sim,Nao,Leste
2300,122,3,2,1,3,Sim,Nao,Sim,Nao,Leste
1500,50,2,1,0,1,Nao,Nao,Sim,Nao,Leste
2200,92,3,2,1,2,Nao,Nao,Sim,Nao,Leste
1400,60,3,1,0,1,Nao,Nao,Nao,Nao,Leste
1800,94,3,2,1,2,Nao,Nao,Sim,Nao,Leste
1700,60,3,2,1,1,Nao,Nao,Nao,Nao,Leste
1970,72,3,2,1,1,Sim,Nao,Sim,Nao,Leste
1100,65,2,1,0,1,Nao,Nao,Nao,Nao,Leste
1450,50,2,1,0,1,Nao,Sim,Nao,Nao,Leste
2200,64,3,2,1,1,Sim,Nao,Sim,Nao,Leste
1700,90,2,2,1,1,Nao,Nao,Nao,Nao,Leste
1800,62,2,2,1,1,Sim,Nao,Sim,Sim,Leste
1900,138,3,2,1,1,Nao,Nao,Nao,Nao,Leste
1650,150,3,3,1,1,Nao,Nao,Nao,Nao,Leste
2300,75,3,2,1,1,Sim,Nao,Nao,Nao,Leste
1600,49,2,2,1,1,Sim,Nao,Sim,Nao,Leste
2100,63,2,2,1,1,Sim,Sim,Nao,Nao,Leste
1150,56,2,2,1,1,Sim,Nao,Sim,Nao,Leste
2200,71,2,2,1,1,Nao,Nao,Nao,Nao,Leste
1797,102,3,3,1,1,Sim,Sim,Sim,Nao,Leste
2300,79,3,1,2,2,Sim,Nao,Sim,Nao,Leste
1800,167,3,4,3,2,Nao,Nao,Nao,Nao,Leste
2500,68,3,2,1,1,Sim,Nao,Nao,Nao,Leste
1800,60,2,2,1,1,Nao,Nao,Nao,Nao,Leste
2300,112,3,2,1,2,Nao,Nao,Sim,Nao,Leste
2700,194,4,4,3,4,Nao,Nao,Sim,Nao,Leste
1000,59,2,2,1,1,Sim,Nao,Nao,Nao,Leste
1050,40,1,2,1,1,Nao,Nao,Nao,Nao,Leste
2285,64,2,2,1,1,Nao,Sim,Sim,Nao,Leste
1800,55,2,2,1,1,Nao,Nao,Sim,Nao,Leste
1800,50,2,2,1,1,Nao,Nao,Sim,Nao,Leste
3000,115,3,4,1,2,Nao,Nao,Sim,Nao,Leste
1700,70,2,2,1,1,Nao,Sim,Nao,Nao,Leste
